Start Time,End Time,EN,HI,Highlight,Comments,Speaker,Interview
"00:06:22,689","00:06:33,459","But if it is not written here, then they get worried for two months and think that it is not written for them, take them somewhere else, then they come to know that after picking them up from Kashi, they took them somewhere else, and there their soul left their body.","लेकिन यहाँ अगर लिखा हुआ नहीं है, फिर दो-दो महीने परेशान होकर सोचते हैं कि यहाँ तो लिखा हुआ नहीं है, कहीं और ले चलो इनको, पता लगा कि काशी से उठाकर कहीं और लेकर चले गए, और वहां उन्होंने अपना शरीर छोड़ दिया",,,kashi baba,kashi baba
"00:06:34,717","00:06:36,657",So it is also written in Kashi,तो काशी में लिखा भी हुआ होता है,,,kashi baba,kashi baba
"00:06:37,100","00:06:39,453",Interviewer: Only the one who has purity of mind,interviewer: मन की शुद्धि जिसकी होगी वही बस,,,kashi baba,kashi baba
"00:06:39,539","00:06:50,299","baba: Not everyone is written in Kashi, if you keep the whole world in Kashi, then only he whose death is written will remain, the person living in Kashi goes and dies in a foreign country.","baba: सबका काशी में नहीं लिखा है, पूरे विश्व को काशी में रख दो, तो जिसका लिखा हुआ रहेगा केवल वही, कशी में रहने वाला आदमी जाकर के विदेश में मरता है",,,kashi baba,kashi baba
"00:06:52,413","00:06:59,773","Why?  Because its name is not written in Kashi, Manikarnika pilgrimage site is not for everyone.","क्यों? इसलिए क्योंकि उसका नाम काशी में नहीं लिखा है, मणिकर्णिका तीर्थ स्थल सबके लिए नहीं है",,,kashi baba,kashi baba
"00:07:00,754","00:07:04,987","Those who are very lucky people, for them there is Manikarnika, the great crematorium of Kashi.","बहुत भाग्यशाली लोग होते हैं, उनके लिए मणिकर्णिका, काशी का महाशमशान है",,,kashi baba,kashi baba
"00:07:06,947","00:07:08,367",Interviewer: What is this process?,interviewer: ये प्रक्रिया क्या होती है,,,kashi baba,kashi baba
"00:07:08,395","00:07:14,108","baba: This process has been going on for centuries, since ancient times.","baba: ये प्रक्रिया चली आ रही है सदियों से, आदिकाल के समय से",,,kashi baba,kashi baba
"00:07:15,093","00:07:27,349","When 51 body parts of Mata Sati fell at 51 different places, all of them are Shaktipeeths, which are called Disha Lakshi.","जब माता सती का 51 शरीर के अंग, 51 अलग अलग जगहों पर गिरे हुए थे, तो वो सब शक्तिपीठ हैं, जिन्हें बोलते हैं दिशा लाक्षी",,,kashi baba,kashi baba
"00:07:28,887","00:07:35,587","He is in the Manikarnika pilgrimage site, today he has become Meera ghat, but this entire pilgrimage is Manikarnika.","वो मणिकर्णिका तीर्थस्थल में है, आज वो मेरे घाट हो गया, लेकिन ये पूरा तीर्थ मणिकर्णिका है",,,kashi baba,kashi baba
"00:07:36,208","00:07:42,601",This is an entire area from Meera ghat to Manikarnika and this is the entire Manikarnika.,मेरे घाट से लेकर और यहाँ मणिकर्णिका तक ये पूरा एक क्षेत्र है और ये पूरा ही मणिकर्णिका है,,,kashi baba,kashi baba
"00:07:43,111","00:07:48,644","So the kings and emperors made something out of something, some made meera ghat, some made a pilgrimage ghat, some made a maan temple.","तो राजा महाराजाओं ने कुछ से कुछ बना दिया, कोई मेरे घाट बना दिया कोई तीर्थ घाट बना दिया, कोई मान मंदिर बना दिया",,,kashi baba,kashi baba
