,Start Time,End Time,EN,ES,Highlight,Comments,Interview
5069,00:03:04:24,00:03:07:29,So that it drains the water.,Para que ella escurra el agua.,,,salinero young
5070,00:03:08:00,00:03:09:06,So one fixes it here and puts it like this?,¿Entonces uno la arregla acá y la pone así?,,,salinero young
5071,00:03:10:15,00:03:12:08,"Yes of course, because one does it like that","Si claro, porque uno la hace así",,,salinero young
5072,00:03:12:08,00:03:16:17,one piles it up and the higher it is,"para arriba, la va amontonando para arriba y entre más arriba esté",,,salinero young
5073,00:03:17:03,00:03:20:09,"The lower goes the water, do you understand?","más el agua baja, ¿entiendes?",,,salinero young
5074,00:03:20:10,00:03:22:06,Ah okay I didn't know why it was like that,Ah okey no sabía por qué se ponía así,,,salinero young
5075,00:03:22:15,00:03:24:03,"How long does it last like this, what would be ideal?","¿Cuánto tiempo dura así, que sería lo ideal?",,,salinero young
5076,00:03:24:03,00:03:29:20,"Well, yes, the pond, for example, is exploited
today you can plow tomorrow, you have all day","Pues sí la charca, por ejemplo, se explota
hoy se puede arar mañana, tiene todo el día",,,salinero young
5077,00:03:29:21,00:03:33:06,"to cover, tomorrow you can load it
like we´re doing right now","para cubrirse, ya mañana se puede embarcar
cómo estamos haciendo ahorita",,,salinero young
5078,00:03:33:29,00:03:35:28,Load it onto the cars and they take it away.,para los carros y se la llevan.,,,salinero young
5079,00:03:36:12,00:03:38:14,So then it's put in the bag?,¿Entonces luego se pone en la bolsa?,,,salinero young
5080,00:03:38:15,00:03:40:28,In the bag and the car comes and we ship the cars.,En la bolsa y viene el carro y embarcamos los carros.,,,salinero young
5081,00:03:42:01,00:03:46:22,What is your daily earnings through salt work?,¿Cuál es su ganancia diaria a través del trabajo de la sal?,,,salinero young
5082,00:03:46:23,00:03:50:17,Well here depending on the cars.,Pues aquí dependiendo de los carros.,,,salinero young
5083,00:03:51:07,00:03:53:20,"If, for example, if we fill only one car","Si, por ejemplo, si llenamos solo un carro",,,salinero young
5084,00:03:53:21,00:03:56:04,"among ten people,","entre diez personas,",,,salinero young
5085,00:03:56:22,00:03:59:14,"Let's put $14,000 or $10,000 among us together,","pongámosle $14.000 o $10.000 entre todos,",,,salinero young
5086,00:04:00:27,00:04:03:23,"if the salt is from us, that we export it,","si la sal es de nosotros, que la exportamos nosotros,",,,salinero young
5087,00:04:04:04,00:04:07:13,"Well, that’s around $30,000
to each one, daily,","pues ya vienen quedando como $30.000
a cada uno, diario,",,,salinero young
5088,00:04:08:26,00:04:12:05,"If we have more salt and two cars arrive, three cars,","si tenemos más sal y llegan dos carros, tres carros,",,,salinero young
5089,00:04:12:06,00:04:17:17,"we have $60,000, $80,000 left, depending on the cars,","nos quedan $60.000, $80.000, dependiendo los carros,",,,salinero young
5090,00:04:18:06,00:04:23:10,"because here if a car doesn't arrive there isn't either,
there is no production of anything.","porque aquí si no llega carro tampoco hay,
no hay producción de nada.",,,salinero young
5091,00:04:23:11,00:04:26:13,Who are the ones from the cars?,¿Quiénes son (los) de los carros?,,,salinero young
5092,00:04:26:14,00:04:30:01,"Well, the owners of the ponds command the cars,","Pues lo dueños de las charcas son lo que mandan los carros,",,,salinero young
5093,00:04:30:21,00:04:33:29,"They say “go to that part, that there is a car over there”",dicen vayan a tal parte que allá hay un carro,,,salinero young
5094,00:04:34:00,00:04:35:19,and one loads it.,y uno lo carga.,,,salinero young
5095,00:04:36:00,00:04:39:13,"because one here has the salt,
but if they don't arrive we don't have either","porque uno aquí tiene la sal,
pero si ellos no llegan tampoco tenemos",,,salinero young
5096,00:04:40:08,00:04:44:15,nothing.,nada.,,,salinero young
5097,00:04:44:16,00:04:46:29,"What knowledge do you have of salt, what is it used for?","¿Qué conocimiento tienes de la sal, para que se usa?",,,salinero young
5098,00:04:47:00,00:04:50:19,"Well, salt is used for many things, for livestock, for eating,","Pues la sal se usa para muchas cosas, para el ganado, para comer,",,,salinero young
5099,00:04:51:24,00:04:54:08,for many things that …,para muchas cosas que uno…,,,salinero young
5100,00:04:55:26,00:04:57:17,salt is very important,La sal es muy importante,,,salinero young
5101,00:04:57:25,00:05:00:12,"because if it wasn’t for the salt you couldn’t,","porque si no es por la sal tampoco se puede,",,,salinero young
5102,00:05:00:21,00:05:05:17,"You can't make some rice, you can't do something because salt is irreplaceable.","no se puede hacer un arrocito, no se puede hacer algo porque la sal es irremplazable.",,,salinero young
5103,00:05:06:24,00:05:07:19,Basis of life?,¿Base de la vida?,,,salinero young
5104,00:05:07:20,00:05:10:27,"Yes, a base that... for example you,","Sí, una base que... por ejemplo usted,",,,salinero young
5105,00:05:12:01,00:05:14:03,"with sugar, if you’re going to make some juice","el azúcar, va a hacer un juguito",,,salinero young
5106,00:05:14:04,00:05:17:07,"You can put some cane sugar or something, but you can’t do that with salt,","le pone una panelita o algo, pero la sal no,",,,salinero young
5107,00:05:19:02,00:05:20:02,"You can't season rice, you can't add brown sugar,","un arroz no se puede sazonar, no se le puede echar panela,",,,salinero young
5108,00:05:20:02,00:05:22:01,you can't put anything on it.,no se le puede echar nada.,,,salinero young
5109,00:05:22:05,00:05:25:18,"So this is a point
which is important to us here in Manaure.","Entonces este es un punto
que es importante para nosotros acá en Manaure.",,,salinero young
5110,00:05:25:19,00:05:29:17,"I'm not from here, but it's important
because this is where I get the food from","Yo no soy de acá, pero es importante
porque de aquí es que saco la comida",,,salinero young
5111,00:05:31:11,00:05:33:20,"Daily, every day",diario todos los días,,,salinero young
5112,00:05:33:21,00:05:37:14,"From 4 in the morning sometimes 3,
depending on the cars,","De cuatro de la mañana a veces a las tres,
dependiendo los carros,",,,salinero young
5113,00:05:37:15,00:05:41:28,"if they arrive early at 5 in the morning or arrive at 3,
at that time you have to stop","si llegan temprano a las cinco de la mañana o llegan a las tres,
a esa hora hay que pararse",,,salinero young
5114,00:05:41:29,00:05:43:14,to pack the salt,a empacar la sal,,,salinero young
5115,00:05:44:27,00:05:47:06,and until ten?,¿y hasta las diez?,,,salinero young
5116,00:05:47:07,00:05:50:10,"Until ten in the morning and sometimes they take until eleven,","Hasta las diez de la mañana y a veces se demoran a veces hasta las once,",,,salinero young
5117,00:05:50:25,00:05:54:08,"sometimes even until noon,
because they come and go from here to","a veces hasta el mediodía a más tardar,
porque es que ellos van y viene ahí a",,,salinero young
5118,00:05:54:15,00:05:54:22,"Uribia,","Uribia,",,,salinero young
5119,00:05:55:28,00:05:58:08,"So it takes until that, that they come here.","entonces la demora es esa, que vengan hacia acá.",,,salinero young
5120,00:05:59:17,00:06:03:20,"Does it also have to do with the sun,
that is very, very strong?","¿Tiene que ver también con el sol,
que está muy, muy fuerte?",,,salinero young
5121,00:06:03:21,00:06:07:26,"Yes, it affects us a lot
when it’s around this time, eleven o'clock","Si a nosotros nos afecta mucho
cuando llega esta hora de once",,,salinero young
5122,00:06:08:12,00:06:11:28,"and a car parks, sometimes you even vomit,","y parquea un carro, a veces hasta uno vomita,",,,salinero young
5123,00:06:12:11,00:06:14:25,Or faint because of the very strong sun.,"se desmaya por mucho, mucho sol.",,,salinero young
5124,00:06:15:25,00:06:17:26,"But you know, you do that for…","Pero uno sabe, eso uno lo hace por…",,,salinero young
5125,00:06:17:27,00:06:20:16,"because one must do it, because","porque uno tiene que mandar obligado, porque",,,salinero young
5126,00:06:21:17,00:06:24:26,the food comes from there.,la comida sale de ahí.,,,salinero young
5127,00:00:01:12,00:00:02:14,praying.,Rezando.,,,Eliana
5128,00:00:03:08,00:00:05:04,Still.,Aún.,,,Eliana
5129,00:00:05:15,00:00:06:18,Why would that be?,Porque será,,,Eliana
5130,00:00:09:04,00:00:10:11,ok from here,"Bueno desde aquí,",,,Eliana
5131,00:00:10:11,00:00:13:23,"from my point of view,","desde mi punto de vista,",,,Eliana
5132,00:00:13:23,00:00:19:06,"You know, the quartzes. The rocks? of course, the salt too,","Sabes, los cuarzos. ¿Las rocas? claro, la sal también,",,,Eliana
5133,00:00:19:06,00:00:21:15,it is also part of the quartz.,también hace parte de los cuarzos.,,,Eliana
5134,00:00:22:18,00:00:24:12,So,Entonces,,,Eliana
5135,00:00:25:16,00:00:27:02,what's in the salt,lo que hay en la sal,,,Eliana
5136,00:00:27:02,00:00:29:05,is that union of the four elements,es esa unión de los cuatro elementos,,,Eliana
5137,00:00:31:02,00:00:33:09,"water, earth, air","el agua, la tierra, el aire",,,Eliana
5138,00:00:34:01,00:00:36:18,"and the fire, which is through the sun,","y el fuego, que es a través del sol,",,,Eliana
5139,00:00:36:18,00:00:40:09,So it is the union of those four elements where the energy,Entonces es la unión de esos cuatro elementos donde la energía,,,Eliana
5140,00:00:41:17,00:00:44:14,"is in a positive way, that is, the four elements","es de manera positiva, o sea los cuatro elementos",,,Eliana
5141,00:00:44:14,00:00:46:22,"in one, in a single mineral.","en una, en un solo mineral.",,,Eliana
5142,00:00:48:00,00:00:51:00,"So,","Entonces,",,,Eliana
5143,00:00:51:00,00:00:54:21,I think that also enhances,creo que eso también potencializa,,,Eliana
5144,00:00:56:05,00:00:59:16,"what one trusts or believes, right?","en lo que uno confía o cree, ¿cierto?",,,Eliana
5145,00:01:00:03,00:01:03:06,It's essentially about having faith.,Es más que todo acerca de tener fe,,,Eliana
5146,00:01:03:06,00:01:05:24,"and as I told you, the energies","y como le dije, las energías",,,Eliana
5147,00:01:08:21,00:01:10:00,like,cómo si,,,Eliana
5148,00:01:10:00,00:01:13:06,"Any, that is,
because sometimes we buy a normal little quartz","Cualquier, ósea,
porque a veces compramos un cuarcito normal",,,Eliana
5149,00:01:13:14,00:01:17:01,"and we have so much faith
that it will cleanse our energies, it will","y le tenemos tanta fe
de que nos va a limpiar las energías, nos va",,,Eliana
5150,00:01:18:15,00:01:21:02,push away everything negative,a alejar lo negativo,,,Eliana
5151,00:01:21:02,00:01:23:09,look at this mineral that we have here,que mire este mineral que tenemos aquí,,,Eliana
5152,00:01:24:12,00:01:26:24,and have it in quantity,y tenerlo en cantidad,,,Eliana
5153,00:01:27:07,00:01:29:04,I think it works too.,Creo que también funciona.,,,Eliana
5154,00:01:30:00,00:01:32:04,"Well, that depends on each person.","Bueno, eso depende de cada persona,",,,Eliana
5155,00:01:32:04,00:01:35:08,From each person's perspective.,De la perspectiva de cada persona.,,,Eliana
5156,00:01:35:17,00:01:37:20,"Well, it's a bit of a blessing, isn't it?",¿Pues es una bendición un poco no?,,,Eliana
5157,00:01:37:20,00:01:43:14,"Each place has this amount of this mineral
so useful and important","Cada lugar tiene esta cantidad de este mineral
tan útil e importante",,,Eliana
5158,00:01:43:15,00:01:44:12,For humans.,Para los humanos.,,,Eliana
5159,00:01:47:20,00:01:53:05,"Well, I mean for people who believe mainly in the energies,","Pues, o sea para las personas que creen más
que todo en las energías,",,,Eliana
5160,00:01:54:10,00:02:00:18,yes it is very important,"sí es muy importante,",,,Eliana
5161,00:02:00:18,00:02:03:05,"I mean, is life.",o sea es vida.,,,Eliana
5162,00:02:04:15,00:02:08:11,"Salt is life because they are the four elements
that enhance our life","La sal es vida porque son los cuatro elementos
que nos potencializan la vida",,,Eliana
5163,00:02:09:14,00:02:14:22,"and salt is life, it is energy, it is cleanliness, it is purity.","y la sal es vida, es energía, es limpieza, es pureza.",,,Eliana
5164,00:02:16:16,00:02:18:07,Sometimes they say that if something bad has happened to you,"A veces dicen, no? “y que te paso algo",,,Eliana
5165,00:02:18:07,00:02:20:14,"You should go and throw yourself and throw yourself,","Malo?, bueno anda y tírate y tírate,",,,Eliana
5166,00:02:21:19,00:02:24:05,"go and throw yourself back into the sea,","anda y tírate de espaldas al mar”,",,,Eliana
5167,00:02:25:01,00:02:27:11,"because according (to them), the sea, the sea is going to take away","porque según (ellos) el mar, el mar nos va a quitar",,,Eliana
5168,00:02:27:11,00:02:30:06,"all the negativity, right?","todo lo negativo, Cierto,",,,Eliana
5169,00:02:30:22,00:02:35:04,"all the negativity you are going through.
take a dip in the sea, and ready,","todo lo negativo por lo que vamos pasando al
echarnos un chapuzón en el mar, listo,",,,Eliana
5170,00:02:36:23,00:02:38:07,according to beliefs.,según las creencias.,,,Eliana
5171,00:02:38:07,00:02:41:06,Each person has their different beliefs.,Cada persona tiene sus creencias diferente.,,,Eliana
5172,00:02:41:06,00:02:43:16,What do you think?,¿Tú qué crees?,,,Eliana
5173,00:02:43:22,00:02:47:20,Well... it's complex.,Pues… es complejo.,,,Eliana
5174,00:02:48:01,00:02:50:02,I believe in everything,Yo creo en todo,,,Eliana
5175,00:02:50:23,00:02:55:19,"because you have to respect, but I do believe that,","porque hay que respetar, pero sí creo que,",,,Eliana
5176,00:02:56:02,00:02:59:20,which is a fundamental part,que es parte fundamental,,,Eliana
5177,00:03:00:19,00:03:05:16,of cleaning and purifying our energy.,de la limpieza y la purificación de nuestra energía.,,,Eliana
5178,00:03:06:03,00:03:10:14,"I have my salt jars there
and anytime I feel bad or","Yo tengo allá mis frasquitos de sal
y en cualquier momento que me sienta mal o",,,Eliana
5179,00:03:11:15,00:03:13:20,"I put it on my feet,","me echo en los pies,",,,Eliana
5180,00:03:15:00,00:03:19:16,"In a bucket with water I put a little salt
or leave it in one part","En un baldecito con agua me echo un poquito de sal
o lo dejo en una parte",,,Eliana
5181,00:03:20:03,00:03:23:11,"just for, for…","solamente para, para…",,,Eliana
5182,00:03:23:13,00:03:26:16,"I leave it in a part as for,","Lo dejo en una parte como para,",,,Eliana
5183,00:03:26:16,00:03:29:19,as amulet.,como amuleto.,,,Eliana
